FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,1,1,$96414.00,$96414.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,17,1,$92682.00,$1575594.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,14,1,$89568.00,$1253952.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,5,1,$86538.00,$432690.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 1B,87,8801,Firefighter - EMT,Annual,1,1,$57978.00,$57978.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,3 00,89,8764,Deputy District Chief,Annual,1,1,$156360.00,$156360.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,3 00,89,8763,District Chief,Annual,1,1,$170112.00,$170112.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 05,89,8761,FAA Fire Training Specialist,Annual,1,1,$125190.00,$125190.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 06,87,8739,Battalion Chief,Annual,1,1,$136836.00,$136836.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 05,87,8737,Captain,Annual,1,1,$125190.00,$125190.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8735,Lieutenant,Annual,3,1,$111474.00,$334422.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8735,Lieutenant,Annual,2,1,$107988.00,$215976.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 04,87,8735,Lieutenant,Annual,6,1,$104628.00,$627768.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8733,Fire Engineer,Annual,7,1,$100884.00,$706188.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8733,Fire Engineer,Annual,4,1,$98016.00,$392064.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 3A,87,8733,Fire Engineer,Annual,8,1,$94584.00,$756672.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,5,1,$94530.00,$472650.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,7,1,$90918.00,$636426.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,4,1,$87384.00,$349536.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,10,1,$84450.00,$844500.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 01,87,8731,Firefighter,Annual,1,1,$81588.00,$81588.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,1,1,$102648.00,$102648.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,1,1,$98706.00,$98706.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,4,1,$91704.00,$366816.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 02,87,8728,Firefighter - Paramedic,Annual,6,1,$88596.00,$531576.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 6B,87,8701,Battalion Chief - EMT,Annual,3,1,$145116.00,$435348.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,F 6B,87,8701,Battalion Chief - EMT,Annual,1,1,$133350.00,$133350.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,B 12,1,0303,Administrative Assistant III,Annual,1,1,$71292.00,$71292.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$113082.00,$113082.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4718,Fire Suppression and Rescue,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$212718.00,$212718.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 3A,87,8819,Firefighter - Per Arbitrators Award - Paramedic,Annual,1,1,$106440.00,$106440.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 01,87,8750,Paramedic,Annual,9,1,$94530.00,$850770.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 01,87,8750,Paramedic,Annual,2,1,$54654.00,$109308.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,6,1,$100884.00,$605304.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,1,1,$98016.00,$98016.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 3A,87,8749,Paramedic-In-Charge,Annual,2,1,$88410.00,$176820.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 05,87,8745,Ambulance Commander,Annual,2,1,$125190.00,$250380.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,F 05,87,8745,Ambulance Commander,Annual,1,1,$114366.00,$114366.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$17928.00,$17928.00
Local,59,FIRE DEPARTMENT,0740,O HARE REVENUE FUND,1005,FIRE DEPARTMENT,2005,FIRE DEPARTMENT,3104,Operations,4720,Emergency Medical Services,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$23114.00,$23114.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,9,9985,Commissioner of Aviation,Annual,1,1,$300000.00,$300000.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$159096.00,$159096.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,9,9679,Deputy Commissioner,Annual,1,1,$175000.00,$175000.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,9,9679,Deputy Commissioner,Annual,1,1,$122856.00,$122856.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,9,9660,First Deputy Commissioner,Annual,1,1,$175000.00,$175000.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,$69240.00,$69240.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,$58800.00,$58800.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,$46596.00,$46596.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,3 00,0,0719,Director Of Marketing,Annual,1,1,$124080.00,$124080.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,3 00,9,0311,Projects Administrator,Annual,1,1,$83328.00,$83328.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,B 13,1,0308,Staff Assistant,Annual,1,1,$71292.00,$71292.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$3181.00,$3181.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4400,Administration,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$356.00,$356.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4401,Noise Abatement,1 00,9,9679,Deputy Commissioner,Annual,1,1,$115740.00,$115740.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4401,Noise Abatement,3 00,9,0313,Assistant Commissioner,Annual,1,1,$84996.00,$84996.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4401,Noise Abatement,3 00,9,0311,Projects Administrator,Annual,1,1,$80076.00,$80076.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4401,Noise Abatement,B 10,1,0302,Administrative Assistant II,Annual,1,1,$68028.00,$68028.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4401,Noise Abatement,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$340.00,$340.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$139800.00,$139800.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,$61224.00,$61224.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,BX 17,20,1331,Labor Relations Supervisor,Annual,1,1,$83340.00,$83340.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,BX 17,20,1327,Supervisor of Personnel Administration,Annual,1,1,$87324.00,$87324.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,BX 16,20,1318,Training Director,Annual,1,1,$68652.00,$68652.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$94200.00,$94200.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$89880.00,$89880.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$59244.00,$59244.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,3 00,0,0379,Director of Administration,Annual,1,1,$103716.00,$103716.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,3 00,9,0313,Assistant Commissioner,Annual,1,1,$110088.00,$110088.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$91476.00,$91476.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,B 13,1,0308,Staff Assistant,Annual,1,1,$64296.00,$64296.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,B 12,1,0303,Administrative Assistant III,Annual,1,1,$71292.00,$71292.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$4321.00,$4321.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4402,Human Resources,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1893.00,$1893.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,B 15,1,1302,Administrative Services Officer II,Annual,1,1,$94200.00,$94200.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,B 11,1,0450,Clerk IV (Timekeeper),Annual,1,1,$74676.00,$74676.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,B 11,1,0450,Clerk IV (Timekeeper),Annual,1,1,$64992.00,$64992.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,B 11,1,0450,Clerk IV (Timekeeper),Annual,1,1,$62004.00,$62004.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,B 11,1,0450,Clerk IV (Timekeeper),Annual,1,1,$48648.00,$48648.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,B 11,1,0450,Clerk IV (Timekeeper),Annual,1,1,$40872.00,$40872.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,3 00,9,0313,Assistant Commissioner,Annual,1,1,$85848.00,$85848.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2161.00,$2161.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4404,Payroll Processing,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1926.00,$1926.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,1 00,9,9679,Deputy Commissioner,Annual,1,1,$114588.00,$114588.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,BX 16,10,7090,Administrative Assistant - O'Hare,Annual,1,1,$91476.00,$91476.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,3 00,0,0705,Director Public Affairs,Annual,1,1,$82500.00,$82500.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,B 13,1,0702,Public Relations Rep II,Annual,1,1,$49188.00,$49188.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$83340.00,$83340.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$64524.00,$64524.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,B 13,1,0308,Staff Assistant,Annual,1,1,$71292.00,$71292.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,B 10,1,0302,Administrative Assistant II,Annual,1,1,$37248.00,$37248.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,3 00,10,0216,Manager of Customer Services,Annual,1,1,$97692.00,$97692.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1430.00,$1430.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4406,External Communications,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$788.00,$788.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4407,Commercial Development/Concessions,1 00,9,9679,Deputy Commissioner,Annual,1,1,$120000.00,$120000.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4407,Commercial Development/Concessions,3 00,9,0313,Assistant Commissioner,Annual,1,1,$94824.00,$94824.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4407,Commercial Development/Concessions,3 00,9,0311,Projects Administrator,Annual,2,1,$87684.00,$175368.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4407,Commercial Development/Concessions,B 13,1,0308,Staff Assistant,Annual,1,1,$64296.00,$64296.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4407,Commercial Development/Concessions,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$933.00,$933.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4407,Commercial Development/Concessions,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$321.00,$321.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,3 00,0,1646,Attorney,Annual,1,1,$131688.00,$131688.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,3 00,0,1646,Attorney,Annual,1,1,$104748.00,$104748.00
